Surface form	Link
Halekulani PR	http://aksw.org/notInWiki/Halekulani_PR
Hampden	http://dbpedia.org/resource/Hampden_Academy
Hanwha Group	http://aksw.org/notInWiki/Hanwha_Group
Har-Ber	http://aksw.org/notInWiki/Har-Ber
Harbin Pacific Electric	http://aksw.org/notInWiki/Harbin_Pacific_Electric
Harmonix	http://dbpedia.org/resource/Harmonix_Music_Systems
Harold Reynolds	http://dbpedia.org/resource/Harold_Reynolds
Haskell	http://aksw.org/notInWiki/Haskell_Invitational_Stakes
Hassan Jaber	http://aksw.org/notInWiki/Hassan_Jaber
Hawaii Cattlemen	http://aksw.org/notInWiki/Hawaii_Cattlemens_Council
Health Policy Center	http://aksw.org/notInWiki/Health_Policy_Center
Health Statistics	http://dbpedia.org/resource/National_Center_for_Health_Statistics
Heard	http://aksw.org/notInWiki/Robert_Stefan_Heard
Hearst Corp.	http://dbpedia.org/resource/Hearst_Corporation
Heather Taylor-Miesle	http://aksw.org/notInWiki/Heather_Taylor-Miesle
Helen Gurley Brown	http://dbpedia.org/resource/Helen_Gurley_Brown
Helen Hodge	http://aksw.org/notInWiki/Helen_Hodge
Hendrick Motorsports	http://dbpedia.org/resource/Hendrick_Motorsports
Henry Kennedy	http://dbpedia.org/resource/Henry_H._Kennedy,_Jr.
Herm Edwards	http://dbpedia.org/resource/Herman_Edwards
Hernandez	http://dbpedia.org/resource/F%C3%A9lix_Hern%C3%A1ndez
Hezbollah	http://dbpedia.org/resource/Hezbollah
Hidenori Sakanaka	http://aksw.org/notInWiki/Hidenori_Sakanaka
Highland	http://aksw.org/notInWiki/Highland_Rugby
Highland Capital Partners	http://dbpedia.org/resource/Highland_Capital_Partners
Highland High School	http://aksw.org/notInWiki/Highland_High_School_(Arkansas)
Hilario Ladra	http://aksw.org/notInWiki/Hilario_Ladra
Hilary Bassett	http://aksw.org/notInWiki/Hilary_Bassett
Hillary Clinton	http://dbpedia.org/resource/Hillary_Rodham_Clinton
Hillary Cohen	http://aksw.org/notInWiki/Hillary_Cohen
Hollande	http://dbpedia.org/resource/Socialist_Party_(France)
Holloway	http://aksw.org/notInWiki/Corrie_Holloway
Home Cooking School	http://aksw.org/notInWiki/Home_Cooking_School
Homeland Security	http://dbpedia.org/resource/United_States_Department_of_Homeland_Security
Honican	http://aksw.org/notInWiki/Ashley_Honican
Honolulu	http://aksw.org/notInWiki/Ralph_Honma
Hooker	http://aksw.org/notInWiki/Hooker_Furniture
Hoover	http://dbpedia.org/resource/Hoover,_Alabama
Hope Foundation	http://aksw.org/notInWiki/Garden_of_Hope_Foundation
Hospital	http://dbpedia.org/resource/National_Taiwan_University_Hospital
House Democratic	http://aksw.org/notInWiki/House_Democratic
Houston Airports	http://dbpedia.org/resource/Houston_Airport
Hsieh	http://aksw.org/notInWiki/Hsieh_Mang-lin
Hu	http://dbpedia.org/resource/Hu_Jintao
Hu	http://aksw.org/notInWiki/Hu_Yu-wei
Hu	http://aksw.org/notInWiki/Hu_Sheng-cheng
Hu Zhanfan	http://aksw.org/notInWiki/Hu_Zhanfan
Hulyk	http://aksw.org/notInWiki/Erin_Hulyk
Hurricane	http://aksw.org/notInWiki/Hurricane_Redskins
Husted	http://dbpedia.org/resource/Jon_A._Husted
I.I.H.S.	http://dbpedia.org/resource/Insurance_Institute_for_Highway_Safety
IHS Cambridge Energy Research Associates	http://aksw.org/notInWiki/IHS_Cambridge_Energy_Research_Associates
Illinois	http://dbpedia.org/resource/Illinois
ILVA	http://dbpedia.org/resource/ILVA
In-Game	http://dbpedia.org/resource/Virtual_world
Indianapolis	http://dbpedia.org/resource/Indianapolis
Indians	http://dbpedia.org/resource/Cleveland_Indians
Indies	http://dbpedia.org/resource/West_Indies_cricket_team
Industrial Foundation	http://aksw.org/notInWiki/Woodward_Industrial_Foundation
International Joint	http://aksw.org/notInWiki/International_Joint_Command
Internet REIT	http://aksw.org/notInWiki/Internet_REIT
Ir Amim	http://dbpedia.org/resource/Ir_Amim
Ireland	http://dbpedia.org/resource/Ireland,_West_Virginia
IRENE HIRANO INOUYE	http://aksw.org/notInWiki/IRENE_HIRANO_INOUYE
Irina Dannenberg	http://aksw.org/notInWiki/Irina_Dannenberg
Irma Gorham	http://aksw.org/notInWiki/Irma_Gorham
Italy	http://aksw.org/notInWiki/Italian_Rhythmic_Gymnastics_Team
Italy	http://dbpedia.org/resource/Italy_national_football_team
Ivan Sorbel	http://aksw.org/notInWiki/Ivan_Sorbel
Jackson County	http://aksw.org/notInWiki/Jackson_County_Volleyball
Jacqueline Maguire	http://aksw.org/notInWiki/Jacqueline_Maguire
Jahlil	http://aksw.org/notInWiki/Jahlil
Jan Mendoza	http://aksw.org/notInWiki/Jan_Mendoza
Jana Zechmeisterová	http://aksw.org/notInWiki/Jana_Zechmeisterov%C3%A1
Jang	http://dbpedia.org/resource/Chang_Sung-taek
Japan	http://dbpedia.org/resource/Japan
Japan Immigration Policy Institute	http://aksw.org/notInWiki/Japan_Immigration_Policy_Institute
Jaycee Caylor	http://aksw.org/notInWiki/Jaycee_Caylor
Jean Beauchesne	http://aksw.org/notInWiki/Jean_Beauchesne
Jeff Barnard	http://aksw.org/notInWiki/Jeff_Barnard
Jeff Bezos	http://dbpedia.org/resource/Jeff_Bezos
Jeff Crowe	http://dbpedia.org/resource/Jeff_Crowe
Jeff Myers	http://aksw.org/notInWiki/Jeff_Myers
Jenkins	http://aksw.org/notInWiki/Jenkins
Jennifer Aniston	http://dbpedia.org/resource/Jennifer_Aniston
Jeremy Payne	http://aksw.org/notInWiki/Jeremy_Payne
Jerry Rice	http://dbpedia.org/resource/Jerry_Rice
Jesse Jackson Jr.	http://dbpedia.org/resource/Jesse_Jackson,_Jr.
Jesse Levine	http://dbpedia.org/resource/Jesse_Levine
Jessica Joyce	http://aksw.org/notInWiki/Jessica_Joyce
Jessica Sidman	http://aksw.org/notInWiki/Jessica_Sidman
Jet Propulsion Laboratory	http://dbpedia.org/resource/Jet_Propulsion_Laboratory
Jim Cain	http://aksw.org/notInWiki/Jim_Cain
Jim Donnan	http://dbpedia.org/resource/Jim_Donnan
Jim Lowenstern	http://aksw.org/notInWiki/Jim_Lowenstern
Jim Owen	http://aksw.org/notInWiki/Jim_Owen
Jobbik	http://dbpedia.org/resource/Jobbik
Jodi Tinson	http://aksw.org/notInWiki/Jodi_Tinson
Joe Ford	http://aksw.org/notInWiki/Joe_Ford
Joey Cabell	http://aksw.org/notInWiki/Joey_Cabell
Joey Jackson	http://aksw.org/notInWiki/Joey_Jackson
Johanna Larsson	http://dbpedia.org/resource/Johanna_Larsson_%28tennis%29
John	http://dbpedia.org/resource/John_Calipari
John Haire	http://aksw.org/notInWiki/John_Haire
John Hall	http://aksw.org/notInWiki/John_Hall
John Hersom	http://aksw.org/notInWiki/John_Hersom
John Holahan	http://aksw.org/notInWiki/John_Holahan
John Legend	http://dbpedia.org/resource/John_Legend
John Smoltz	http://dbpedia.org/resource/John_Smoltz
John Terry	http://dbpedia.org/resource/John_Terry
John Truscott	http://aksw.org/notInWiki/John_Truscott
Johnny Pesky	http://dbpedia.org/resource/Johnny_Pesky
Joint Chiefs	http://dbpedia.org/resource/Joint_Chiefs_of_Staff
Jon Hurst	http://aksw.org/notInWiki/Jon_Hurst
Jon Klein	http://dbpedia.org/resource/Jonathan_Klein_(CNN)
Jonathan Roth	http://aksw.org/notInWiki/Jonathan_Roth
Jonelle Kearney	http://aksw.org/notInWiki/Jonelle_Kearney
Jones	http://dbpedia.org/resource/Thomas_David_Jones
Joseph Schwebel	http://aksw.org/notInWiki/Joseph_Schwebel
Josh Beckett	http://dbpedia.org/resource/Josh_Beckett
Josh Niblett	http://aksw.org/notInWiki/Josh_Niblett
Joshua Dines	http://aksw.org/notInWiki/Joshua_Dines
Judith Albert	http://aksw.org/notInWiki/Judith_Albert
Judy Frankel Antiques	http://aksw.org/notInWiki/Judy_Frankel_Antiques
Julie Pace	http://aksw.org/notInWiki/Julie_Pace
Julius Genachowski	http://dbpedia.org/resource/Julius_Genachowski
Justice Department	http://dbpedia.org/resource/United_States_Department_of_Justice
Justin	http://aksw.org/notInWiki/Justin_Ford
Justin Draeger	http://aksw.org/notInWiki/Justin_Draeger
Justin Higgs	http://aksw.org/notInWiki/Justin_Higgs
Kahn	http://aksw.org/notInWiki/Kenneth_Kahn
Kalpana Patel	http://aksw.org/notInWiki/Kalpana_Patel
Kanawha	http://aksw.org/notInWiki/Kanawha-Charleston_Health_Department
Kang Shu-hua	http://aksw.org/notInWiki/Kang_Shu-hua
Kansas City Chiefs	http://dbpedia.org/resource/Kansas_City_Chiefs
Kara Williams	http://aksw.org/notInWiki/Kara_Williams
Karin	http://aksw.org/notInWiki/Karin
Karl Gawell	http://aksw.org/notInWiki/Karl_Gawell
Kasie Hunt	http://aksw.org/notInWiki/Kasie_Hunt
Kathy Dawkins	http://aksw.org/notInWiki/Kathy_Dawkins
Katie Carey	http://aksw.org/notInWiki/Katie_Carey
KATU News	http://aksw.org/notInWiki/KATU_News
Kayla	http://dbpedia.org/resource/Kayla_Harrison
Keith Bodine	http://aksw.org/notInWiki/Keith_Bodine
Keith Johnson	http://aksw.org/notInWiki/Keith_Johnson
Kelley Blue Book	http://dbpedia.org/resource/Kelley_Blue_Book
Kelsey Grammer	http://dbpedia.org/resource/Kelsey_Grammer
Ken Allen	http://aksw.org/notInWiki/Ken_Allen
Ken Whisenhunt	http://dbpedia.org/resource/Ken_Whisenhunt
Kenneth Ocastro	http://aksw.org/notInWiki/Kenneth_Ocastro
Kenny	http://aksw.org/notInWiki/Kenny_the_Clown
Kentucky	http://dbpedia.org/resource/Republican_Party_of_Kentucky
Kentucky	http://dbpedia.org/resource/Kentucky_Wildcats
Kentucky Distillers	http://aksw.org/notInWiki/Kentucky_Distillers_Association
Kevin Youkilis	http://dbpedia.org/resource/Kevin_Youkilis
KHOU	http://dbpedia.org/resource/KHOU_%28TV%29
Kieve-Wavus	http://aksw.org/notInWiki/Kieve-Wavus
Kim	http://aksw.org/notInWiki/Kim_Seung-youn
Kim Shaver	http://aksw.org/notInWiki/Kim_Shaver
Klein	http://aksw.org/notInWiki/Glenda_Klein
Knoxville Nationals	http://dbpedia.org/resource/Knoxville_Nationals
Knupp	http://aksw.org/notInWiki/Dee_Knupp
Kobe Bryant	http://dbpedia.org/resource/Kobe_Bryant
Kristina King	http://aksw.org/notInWiki/Kristina_King
Kurla	http://dbpedia.org/resource/Kurla
Kusama	http://dbpedia.org/resource/Yayoi_Kusama
Kyle	http://aksw.org/notInWiki/Thomas_Kyle
Kyle Olson	http://aksw.org/notInWiki/Kyle_Olson
L.L. Bean	http://dbpedia.org/resource/L.L.Bean
La Luz	http://aksw.org/notInWiki/La_Luz_Fundation
Lance Armstrong	http://dbpedia.org/resource/Lance_Armstrong
Larry Bradford	http://aksw.org/notInWiki/Larry_Bradford
Larry Fitzgerald	http://dbpedia.org/resource/Larry_Fitzgerald
Larry Lucchino	http://dbpedia.org/resource/Larry_Lucchino
Lars Boom	http://dbpedia.org/resource/Lars_Boom
Lars Jonassen	http://aksw.org/notInWiki/Lars_Jonassen_(Coach)
Laura Coale	http://aksw.org/notInWiki/Laura_Coale
LaVern Phillips	http://aksw.org/notInWiki/LaVern_Phillips
Lawrence	http://aksw.org/notInWiki/Lawrence_Vikings_football
Lawrence Ulrich	http://aksw.org/notInWiki/Lawrence_Ulrich
Lawsky	http://aksw.org/notInWiki/Benjamin_Lawsky
LDS Church	http://dbpedia.org/resource/The_Church_of_Jesus_Christ_of_Latter-day_Saints
Lee	http://aksw.org/notInWiki/Lee
Lee Rainie	http://aksw.org/notInWiki/Lee_Rainie
Lenny B. Robinson	http://aksw.org/notInWiki/Lenny_B._Robinson
Les Miles	http://dbpedia.org/resource/Les_Miles
Leslie Drake	http://aksw.org/notInWiki/Leslie_Drake
Leslie Moonves	http://dbpedia.org/resource/Leslie_Moonves
Lewis County	http://dbpedia.org/resource/Lewis_County,_West_Virginia
Lewiston High School	http://dbpedia.org/resource/Lewiston_High_School
Libertyville	http://dbpedia.org/resource/Libertyville,_Illinois
Liddell	http://dbpedia.org/resource/Eric_Liddell
Lido Gallery Lido Gallery & Gifts	http://aksw.org/notInWiki/Lido_Gallery_%26_Gifts
Lightning	http://dbpedia.org/resource/Tampa_Bay_Lightning
Linda Church Ciocci	http://aksw.org/notInWiki/Linda_Church_Ciocci
Lindsay Bramson	http://aksw.org/notInWiki/Lindsay_Bramson
Liza Cordeiro	http://aksw.org/notInWiki/Liza_Cordeiro
Lo	http://aksw.org/notInWiki/Lo_Fu-chen
London	http://dbpedia.org/resource/London
London Games	http://dbpedia.org/resource/London_Olympics
Lonmin PLC	http://dbpedia.org/resource/Lonmin
Los Angeles Dodgers	http://dbpedia.org/resource/Los_Angeles_Dodgers
Los Angeles Lakers	http://dbpedia.org/resource/Los_Angeles_Lakers
Lou Molella	http://aksw.org/notInWiki/Lou_Molella
Louis Zona	http://aksw.org/notInWiki/Louis_Zona
LSU	http://dbpedia.org/resource/LSU_Tigers
Lt. Col. Aguilar	http://aksw.org/notInWiki/Jose_Aguilar
Luis Gutierrez	http://dbpedia.org/resource/Luis_Guti%C3%A9rrez
Luis Luciano	http://aksw.org/notInWiki/Luis_Luciano
Lynitrah Woodson	http://aksw.org/notInWiki/Lynitrah_Woodson
Lynn La	http://aksw.org/notInWiki/Lynn_La
Madonna	http://dbpedia.org/resource/Madonna_(entertainer)
Madrid	http://dbpedia.org/resource/Real_Madrid_C.F.
Maine	http://dbpedia.org/resource/Maine
Maine	http://dbpedia.org/resource/New_England_Cable_News
Maine Center	http://aksw.org/notInWiki/Maine_Center_for_Disease_Control
Maine Renewable Energy	http://aksw.org/notInWiki/Maine_Renewable_Energy
Maine State Museum Commission	http://aksw.org/notInWiki/Maine_State_Museum_Commission
Maine State Police	http://dbpedia.org/resource/Maine_State_Police
Maloney	http://dbpedia.org/resource/Bill_Maloney
Manchester City	http://dbpedia.org/resource/Manchester_City_F.C.
Manny Acta	http://dbpedia.org/resource/Manny_Acta
Manuel Pastor	http://aksw.org/notInWiki/Manuel_Pastor
Maplecroft	http://dbpedia.org/resource/Maplecroft
Maradona	http://dbpedia.org/resource/Diego_Maradona
Marblehead	http://dbpedia.org/resource/Marblehead,_Massachusetts
Marc Henderson	http://aksw.org/notInWiki/Marc_Henderson
Marcia McBrien	http://aksw.org/notInWiki/Marcia_McBrien
Mariners	http://dbpedia.org/resource/Seattle_Mariners
Mark Heesen	http://aksw.org/notInWiki/Mark_Heesen
Mark Wenger	http://aksw.org/notInWiki/Mark_Wenger
Marlene McClinton	http://aksw.org/notInWiki/Marlene_McClinton
Marnie Maclean	http://aksw.org/notInWiki/Marnie_Maclean
Marseille	http://dbpedia.org/resource/Olympique_de_Marseille
Marshall	http://dbpedia.org/resource/Marshall_Thundering_Herd_football
Maruti	http://dbpedia.org/resource/Maruti_Suzuki
Mary	http://aksw.org/notInWiki/Mary
Mary Keefe	http://aksw.org/notInWiki/Mary_Keefe
Maryland State Police	http://dbpedia.org/resource/Maryland_State_Police
Mathieu	http://dbpedia.org/resource/Tyrann_Mathieu
Matty Maroun	http://aksw.org/notInWiki/Manuel_Moroun
Max Laulie	http://aksw.org/notInWiki/Max_Laulie
Mayo Clinic	http://dbpedia.org/resource/Mayo_Clinic
McCarran	http://aksw.org/notInWiki/McCarran
McKain	http://aksw.org/notInWiki/McKain
McLean Poulin	http://aksw.org/notInWiki/McLean_Poulin
Meissen Chang	http://aksw.org/notInWiki/Meissen_Chang
Melanie Sloan	http://dbpedia.org/resource/Melanie_Sloan
Melissa Mullis	http://aksw.org/notInWiki/Melissa_Mullis
MIA	http://dbpedia.org/resource/Miami_International_Airport
Michael Campbell	http://aksw.org/notInWiki/Michael_Campbell
Michael Irvin	http://dbpedia.org/resource/Michael_Irvin
Michele Kropf	http://aksw.org/notInWiki/Michele_Kropf
Michigan Supreme Court	http://dbpedia.org/resource/Michigan_Supreme_Court
Mid-America Asset Management	http://aksw.org/notInWiki/Mid-America_Asset_Management
Middle East	http://aksw.org/notInWiki/Middle_East_analysis_Control_Risks
Mike du Toit	http://aksw.org/notInWiki/Mike_du_Toit
Mike Van Diest	http://dbpedia.org/resource/Mike_Van_Diest
Milton	http://dbpedia.org/resource/Milton,_Massachusetts
Mina Andreeva	http://aksw.org/notInWiki/Mina_Andreeva
Minnesota	http://dbpedia.org/resource/Minnesota_Twins
Miriam	http://aksw.org/notInWiki/Miriam_Adelson
Mitt Romney	http://dbpedia.org/resource/Mitt_Romney
MKA	http://dbpedia.org/resource/Montclair_Kimberley_Academy
MLB	http://dbpedia.org/resource/Major_League_Baseball
MLB Network	http://dbpedia.org/resource/MLB_Network
Mogadishu	http://dbpedia.org/resource/Mogadishu
Mohr Davidow Ventures	http://dbpedia.org/resource/Mohr_Davidow_Ventures
Molly Corbett Broad	http://dbpedia.org/resource/Molly_Corbett_Broad
Moosehead Lake Region Chamber	http://aksw.org/notInWiki/Moosehead_Lake_Region_Chamber
Morgan Durrant	http://aksw.org/notInWiki/Morgan_Durrant
Mr. Lai	http://aksw.org/notInWiki/Mr._Lai%27s_defense_team
MU	http://dbpedia.org/resource/Marshall_University
Mumbai	http://dbpedia.org/resource/Mumbai
MVP	http://dbpedia.org/resource/Most_Valuable_Player
NASA	http://dbpedia.org/resource/Jet_Propulsion_Laboratory
NASA	http://dbpedia.org/resource/NASA
Nasdaq	http://dbpedia.org/resource/NASDAQ
National Association of Student Financial Aid Administrators	http://aksw.org/notInWiki/National_Association_of_Student_Financial_Aid_Administrators
National Hydropower Association	http://dbpedia.org/resource/National_Hydropower_Association
National Marriage Project	http://dbpedia.org/resource/The_National_Marriage_Project
National School Choice Week	http://aksw.org/notInWiki/National_School_Choice_Week
National Venture Capital Association	http://dbpedia.org/resource/National_Venture_Capital_Association
Natural Resources Defense Council Action Fund	http://aksw.org/notInWiki/Natural_Resources_Defense_Council_Action_Fund
Navy	http://dbpedia.org/resource/United_States_Navy
Nebraska	http://dbpedia.org/page/Nebraska_Cornhuskers_football
New York	http://dbpedia.org/resource/New_York
New York Medical College	http://dbpedia.org/resource/New_York_Medical_College
Nicholas County Solid Waste Authority	http://aksw.org/notInWiki/Nicholas_County_Solid_Waste_Authority
Nokia	http://dbpedia.org/resource/Nokia
Northern Wake Republican Club	http://aksw.org/notInWiki/Northern_Wake_Republican_Club
Norwest Venture Partners	http://dbpedia.org/resource/Norwest_Venture_Partners
November	http://dbpedia.org/resource/November
Oak Glen	http://aksw.org/notInWiki/Oak_Glen_football_team
Oakland County	http://dbpedia.org/resource/Oakland_County,_Michigan
Obama	http://dbpedia.org/resource/Barack_Obama
Obamacare	http://dbpedia.org/resource/Patient_Protection_and_Affordable_Care_Act
October	http://dbpedia.org/resource/October
Orange County	http://aksw.org/notInWiki/Orange_County
Ourada Ranch Fire	http://aksw.org/notInWiki/Ourada_Ranch_Fire
Paterson Housing Authority	http://aksw.org/notInWiki/Paterson_Housing_Authority
Paul O’Malley	http://aksw.org/notInWiki/Paul_O%E2%80%99Malley
Peter O'Malley	http://dbpedia.org/resource/Peter_O'Malley
Pew Research Center 's Internet and American Life Project	http://aksw.org/notInWiki/Pew_Internet_and_American_Life_Project
Peyton Manning	http://dbpedia.org/resource/Peyton_Manning
Phillip Dees	http://aksw.org/notInWiki/Phillip_Dees
Pine Ridge Chamber	http://aksw.org/notInWiki/Pine_Ridge_Chamber_of_Commerce
Pittsburgh Steelers	http://dbpedia.org/resource/Pittsburgh_Steelers
Planned Parenthood Federation	http://dbpedia.org/resource/Planned_Parenthood
Pleasant Street neighborhood network center	http://aksw.org/notInWiki/Pleasant_Street_neighborhood_network_center
Port Authority	http://dbpedia.org/resource/Port_authority
Portland	http://dbpedia.org/resource/Portland,_Maine
Portland Archdiocese	http://dbpedia.org/resource/Roman_Catholic_Archdiocese_of_Portland_in_Oregon
President Ma Ying-jeou	http://dbpedia.org/resource/Ma_Ying-jeou
Prevent Child	http://aksw.org/notInWiki/Prevent_Child_Abuse_America
Protect Marriage Maine	http://aksw.org/notInWiki/Protect_Marriage_Maine
Protect MI Jobs	http://aksw.org/notInWiki/Protect_MI_Jobs
Protect Our Jobs	http://aksw.org/notInWiki/Protect_Our_Jobs
Quincy High School	http://dbpedia.org/resource/Quincy_High_School_(Massachusetts)
Raleigh	http://dbpedia.org/resource/Raleigh,_North_Carolina
Rangeley Lakes Heritage Trust	http://aksw.org/notInWiki/Rangeley_Lakes_Heritage_Trust
Rep. John Adams	http://dbpedia.org/resource/John_Adams
Republican Party	http://dbpedia.org/resource/Republican_Party_of_Kentucky
Retailers Association of Massachusetts	http://aksw.org/notInWiki/Retailers_Association_of_Massachusetts
Rhee	http://dbpedia.org/resource/Michelle_Rhee
Richard Bernstein	http://dbpedia.org/resource/Richard_H._Bernstein
Rick Steelhammer	http://aksw.org/notInWiki/Rick_Steelhammer
Rico Brogna	http://dbpedia.org/resource/Rico_Brogna
Robert Wu	http://aksw.org/notInWiki/Robert_Wu
Robert Yen	http://aksw.org/notInWiki/Robert_Yen
Robin Hasse	http://aksw.org/notInWiki/Robin_Hasse
Robyn Kneubuhl	http://aksw.org/notInWiki/Robyn_Kneubuhl
Rockland	http://dbpedia.org/resource/Rockland,_Maine
Roger Phillimore	http://aksw.org/notInWiki/Roger_Phillimore
Romeo Crennel	http://dbpedia.org/resource/Romeo_Crennel
Rory Maher	http://aksw.org/notInWiki/Rory_Maher
Roseburg	http://dbpedia.org/resource/Roseburg,_Oregon
Route 29 Batman	http://aksw.org/notInWiki/Route_29_Batman
Russia in Global Affairs	http://dbpedia.org/resource/Russia_in_Global_Affairs
Ryan	http://dbpedia.org/resource/Paul_Ryan
Ryan Simms	http://aksw.org/notInWiki/Ryan_Simms
Salt Lake Valley Health Department	http://aksw.org/notInWiki/Salt_Lake_Valley_Health_Department
Sameer N. Yacoub	http://aksw.org/notInWiki/Sameer_N._Yacoub
Sameet Sinha	http://aksw.org/notInWiki/Sameet_Sinha
San Dimas Pharmacy	http://aksw.org/notInWiki/San_Dimas_Pharmacy
San Francisco Police Commission	http://aksw.org/notInWiki/San_Francisco_Police_Commission
Sandra Park	http://aksw.org/notInWiki/Sandra_Park
Sanitation Department	http://aksw.org/notInWiki/New_York_City_Department_of_Sanitation
Sarah Rogers	http://aksw.org/notInWiki/Sarah_Rogers
Schwebel Baking Co.	http://aksw.org/notInWiki/Schwebel_Baking_Co.
Seattle	http://dbpedia.org/resource/Seattle_Mariners
Seattle Mariners	http://dbpedia.org/resource/Seattle_Mariners
Sebastian Coe	http://dbpedia.org/resource/Sebastian_Coe
SECO	http://dbpedia.org/resource/State_Secretariat_for_Economic_Affairs
Semenya	http://dbpedia.org/resource/Caster_Semenya
Sen. Leland Yee	http://dbpedia.org/resource/Leland_Yee
Senkaku	http://dbpedia.org/resource/Senkaku_Islands
Seth Borenstein	http://aksw.org/notInWiki/Seth_Borenstein
Sgt. Paul Edwards	http://aksw.org/notInWiki/Paul_Edwards
Sgt. Tom Lovejoy	http://aksw.org/notInWiki/Tom_Lovejoy
Shane Davis	http://aksw.org/notInWiki/Shane_Davis_(Coach)
Sharon Singh	http://aksw.org/notInWiki/Sharon_Singh
Sheik Hassan Nasrallah	http://dbpedia.org/resource/Hassan_Nasrallah
Shinzo Nakanishi	http://aksw.org/notInWiki/Shinzo_Nakanishi
South Charleston Convention	http://aksw.org/notInWiki/South_Charleston_Convention_and_Visitors_Bureau
Sports Medicine and Shoulder Service	http://aksw.org/notInWiki/Sports_Medicine_and_Shoulder_Service
Spreck Rosekrans	http://aksw.org/notInWiki/Spreck_Rosekrans
Springboard Healthcare Staffing	http://aksw.org/notInWiki/Springboard_Healthcare_Staffing_and_Search
St. Joseph	http://dbpedia.org/resource/St._Joseph_Medical_Center
Stanford Design Program	http://aksw.org/notInWiki/Stanford_Design_Program
State Secretariat for Economic Affairs	http://dbpedia.org/resource/State_Secretariat_for_Economic_Affairs
Stephen Colbert	http://dbpedia.org/resource/Stephen_Colbert
Steve Hsia	http://aksw.org/notInWiki/Steve_Hsia
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs
Steve McCausland	http://aksw.org/notInWiki/Steve_McCausland
Steve Owen	http://aksw.org/notInWiki/Steve_Owen
Steve Peoples	http://aksw.org/notInWiki/Steve_Peoples
Steve Smith	http://aksw.org/notInWiki/Steve_Smith_(wide_receiver,_born_1979)
Steven Stamkos	http://dbpedia.org/resource/Steven_Stamkos
Summers	http://dbpedia.org/resource/Charles_E._Summers,_Jr.
Sweetgrass Farm Winery	http://aksw.org/notInWiki/Sweetgrass_Farm_Winery_%26_Distillery
Taipei City Women 's Rescue Foundation	http://aksw.org/notInWiki/Taipei_City_Womens_Rescue_Foundation
Tan	http://aksw.org/notInWiki/Tan_Ching-ting
Telly Lockette	http://aksw.org/notInWiki/Telly_Lockette
Terri Bowman	http://aksw.org/notInWiki/Terri_Bowman
Terry Hackney	http://aksw.org/notInWiki/Terry_Hackney
Texas Department	http://aksw.org/notInWiki/State_Health_Services
Thompson	http://aksw.org/notInWiki/Thompson
Tigers	http://aksw.org/notInWiki/Tigers
Tim Cook	http://dbpedia.org/resource/Tim_Cook
Timea Babos	http://dbpedia.org/resource/T%C3%ADmea_Babos
Tina Bailes	http://aksw.org/notInWiki/Tina_Bailes
Todd Kenreck	http://aksw.org/notInWiki/Todd_Kenreck
Todd Watson	http://dbpedia.org/resource/Todd_Watson
Tom Rist	http://aksw.org/notInWiki/Tom_Rist
Tom Thibodeau	http://dbpedia.org/resource/Tom_Thibodeau
Tom Wilkinson	http://aksw.org/notInWiki/Tom_Wilkinson
Tony Romo	http://dbpedia.org/resource/Tony_Romo
Traci Klein	http://aksw.org/notInWiki/Traci_Klein
Tracy Schmaler	http://aksw.org/notInWiki/Tracy_Schmaler
Tucson	http://dbpedia.org/resource/Tucson,_Arizona
U.S.	http://dbpedia.org/resource/United_States_Citizenship_and_Immigration_Services
U.S.	http://dbpedia.org/resource/United_States
U.S. Chemical Safety Board	http://dbpedia.org/resource/U.S._Chemical_Safety_and_Hazard_Investigation_Board
U.S. Commercial Service	http://dbpedia.org/resource/U.S._Commercial_Service
U.S.-Japan Council	http://aksw.org/notInWiki/U.S.-Japan_Council
UCSF	http://dbpedia.org/resource/University_of_California,_San_Francisco
Uganda	http://dbpedia.org/resource/Uganda
UNESCO	http://dbpedia.org/resource/UNESCO
United States	http://dbpedia.org/resource/United_States
University of Chile student federation	http://aksw.org/notInWiki/University_of_Chile_Student_Federation
University of Pennsylvania Center for Bioethics	http://aksw.org/notInWiki/University_of_Pennsylvania_Center_for_Bioethics
University of Southern California 's Center for the Study of Immigrant Integration	http://aksw.org/notInWiki/Center_for_the_Study_of_Immigrant_Integration
Van Garderen	http://dbpedia.org/resource/Tejay_van_Garderen
Vance Gulliksen	http://aksw.org/notInWiki/Vance_Gulliksen
Victor Conte	http://dbpedia.org/resource/Victor_Conte
Victor Mendez	http://dbpedia.org/resource/Victor_Mendez
Wang Yilin	http://aksw.org/notInWiki/Wang_Yilin
Washington	http://dbpedia.org/resource/Washington,_D.C.
West Virginia	http://dbpedia.org/resource/West_Virginia
West Virginia State University	http://dbpedia.org/resource/West_Virginia_State_University
Williamson	http://aksw.org/notInWiki/Cleon_Williamson
Wright Blake	http://aksw.org/notInWiki/Wright_Blake
Wu Ching-kuo	http://dbpedia.org/resource/Wu_Ching-kuo
Yahoo	http://dbpedia.org/resource/Yahoo
Yang	http://aksw.org/notInWiki/Yang_Mei-ling
Yehudith Oppenheimer	http://aksw.org/notInWiki/Yehudith_Oppenheimer
York Hsiao	http://aksw.org/notInWiki/York_Hsiao
Young Appliance	http://aksw.org/notInWiki/Young_Appliance
